user_id,system_name,access_level
user_1155,/resource/30,read
user_1156,/resource/8,admin
user_1156,/resource/48,admin
user_1157,/resource/23,write
user_1157,/resource/47,write
user_1158,/system/delete,read
user_1158,/resource/31,read
user_1158,/resource/66,read
user_1158,/resource/81,write
user_1159,/resource/35,write
user_1159,/resource/78,read
user_1159,/resource/14,write
user_1159,/resource/23,write
user_1161,/resource/21,write
user_1161,/resource/3,read
user_1161,/resource/47,write
user_1161,/resource/56,read
user_1164,/config/modify,write
user_1164,/resource/64,read
user_1164,/resource/47,read
user_1164,/system/delete,read
user_1165,/resource/13,read
user_1165,/resource/30,read
user_1165,/resource/55,admin
user_1165,/resource/57,write
user_1166,/resource/97,write
user_1166,/resource/79,write
user_1166,/resource/17,read
user_1166,/resource/20,write
user_1166,/resource/41,write
user_1167,/resource/4,read
user_1167,/resource/38,write
user_1167,/resource/16,read
user_1168,/resource/32,write
user_1168,/resource/16,write
user_1168,/resource/37,read
user_1168,/resource/11,read
user_1169,/resource/61,read
user_1169,/resource/2,read
user_1169,/resource/17,write
user_1169,/resource/79,write
user_1171,/resource/6,read
user_1171,/resource/61,write
user_1171,/resource/12,admin
user_1171,/resource/80,write
user_1171,/resource/48,write
user_1177,/resource/10,read
user_1177,/resource/7,write
user_1177,/resource/67,write
user_1183,/resource/60,read
user_1183,/resource/40,admin
user_1184,/resource/69,write
user_1186,/resource/53,read
user_1186,/resource/100,write
user_1186,/resource/12,read
user_1186,/admin/secret,admin
user_1186,/resource/55,admin
user_1187,/system/delete,write
user_1187,/resource/21,write
user_1187,/resource/23,read
user_1188,/resource/19,read
user_1188,/resource/61,write
user_1188,/resource/80,admin
user_1188,/resource/18,write
user_1189,/resource/26,admin
user_1189,/resource/95,read
user_1189,/resource/37,read
user_1192,/resource/70,read
user_1192,/resource/94,write
user_1192,/resource/59,admin
user_1192,/resource/9,read
user_1192,/resource/81,read
user_1193,/resource/46,admin
user_1193,/resource/36,read
user_1193,/resource/90,read
user_1193,/resource/34,read
user_1195,/resource/78,read
user_1195,/resource/97,write
user_1195,/resource/11,read
user_1195,/system/delete,read
user_1195,/resource/22,read
user_1197,/resource/23,write
user_1197,/resource/66,write
user_1197,/resource/9,admin
user_1197,/resource/21,read
user_1197,/resource/6,write
user_1198,/resource/84,admin
user_1198,/resource/64,read
user_1199,/resource/52,read
user_1203,/resource/59,read
user_1203,/resource/46,write
user_1203,/resource/8,read
user_1203,/resource/96,read
user_1203,/resource/25,read
user_1204,/resource/54,write
user_1204,/resource/1,write
user_1204,/resource/88,read
user_1204,/resource/35,admin
user_1208,/resource/49,write
user_1208,/resource/96,write
user_1208,/resource/37,write
user_1208,/resource/72,write
user_1208,/resource/13,read
user_1210,/resource/30,read
user_1210,/resource/11,write
user_1210,/resource/52,write
user_1212,/resource/31,read
user_1212,/resource/75,admin
user_1212,/resource/14,read
user_1212,/resource/23,write
user_1215,/resource/85,write
user_1215,/resource/44,read
user_1215,/resource/38,read
user_1215,/resource/37,read
user_1216,/resource/30,write
user_1216,/resource/96,read
user_1216,/resource/53,read
user_1219,/resource/36,admin
user_1219,/resource/42,write
user_1223,/resource/6,write
user_1223,/resource/82,admin
user_1223,/resource/80,write
user_1223,/resource/77,admin
user_1223,/resource/90,admin
user_1227,/resource/52,read
user_1228,/resource/54,read
user_1228,/resource/15,write
user_1228,/resource/58,read
user_1230,/resource/86,write
user_1230,/resource/38,read
user_1230,/resource/1,write
user_1230,/resource/27,write
user_1230,/resource/100,write
user_1232,/resource/9,read
user_1232,/resource/13,read
user_1232,/resource/84,read
user_1232,/resource/89,read
user_1232,/resource/54,read
user_1235,/resource/71,admin
user_1235,/resource/53,read
user_1241,/resource/48,read
user_1241,/resource/30,write
user_1241,/resource/33,admin
user_1241,/resource/97,admin
user_1241,/resource/77,read
user_1247,/resource/56,read
user_1249,/resource/51,read
user_1249,/resource/96,read
user_1253,/resource/31,write
user_1253,/resource/20,read
user_1253,/resource/90,read
user_1253,/resource/61,write
user_1254,/resource/5,admin
user_1255,/resource/90,read
user_1255,/resource/50,read
user_1255,/resource/86,read
user_1255,/resource/67,read
user_1255,/resource/59,read
user_1256,/resource/17,write
user_1256,/resource/12,read
user_1256,/resource/50,read
user_1256,/resource/87,read
user_1257,/resource/81,read
user_1257,/resource/56,admin
user_1258,/resource/47,write
user_1258,/resource/97,read
user_1258,/resource/95,read
user_1258,/resource/43,read
user_1260,/resource/42,write
user_1260,/resource/28,write
user_1260,/resource/61,read
user_1260,/resource/60,admin
user_1262,/resource/41,read
user_1262,/resource/2,write
user_1262,/resource/5,write
user_1262,/resource/67,write
user_1262,/admin/config,write
user_1263,/resource/80,read
user_1263,/resource/5,read
user_1263,/resource/58,write
user_1271,/resource/24,write
user_1271,/resource/12,admin
user_1271,/resource/3,admin
user_1273,/resource/96,write
user_1273,/resource/36,read
user_1273,/resource/19,write
user_1273,/resource/55,read
user_1273,/resource/66,read
user_1281,/resource/54,read
user_1281,/resource/77,read
user_1281,/resource/45,admin
user_1281,/resource/60,read
user_1281,/config/modify,write
user_1283,/resource/8,read
user_1283,/resource/19,write
user_1283,/resource/92,admin
user_1286,/resource/73,write
user_1286,/resource/32,read
user_1288,/resource/22,read
user_1288,/resource/45,read
user_1288,/resource/14,read
user_1288,/resource/3,read
user_1290,/resource/69,read
user_1290,/resource/28,read
user_1290,/resource/1,read
user_1295,/resource/29,admin
user_1295,/resource/65,write
user_1295,/resource/40,write
user_1295,/resource/24,read
user_1297,/resource/80,read
user_1297,/resource/59,admin
user_1298,/resource/80,read
user_1298,/resource/48,write
user_1298,/resource/64,write
user_1299,/resource/57,read
user_1299,/resource/73,admin
user_1299,/resource/5,read
user_1299,/resource/92,write
user_1299,/resource/37,admin
user_1300,/resource/41,write
user_1300,/resource/8,admin
user_1304,/resource/78,read
user_1305,/resource/70,write
user_1305,/resource/34,write
user_1305,/resource/56,write
user_1305,/resource/71,admin
user_1306,/resource/8,read
user_1306,/resource/83,read
user_1306,/resource/13,write
user_1306,/resource/17,read
user_1306,/resource/61,read
user_1310,/resource/93,write
user_1310,/resource/69,read
user_1315,/resource/87,write
user_1315,/resource/24,admin
user_1315,/resource/97,admin
user_1321,/resource/14,read
user_1322,/resource/35,read
user_1322,/resource/79,read
user_1322,/resource/81,read
user_1323,/resource/38,read
user_1323,/resource/83,admin
user_1330,/resource/93,read
user_1330,/resource/88,read
user_1331,/resource/54,admin
user_1331,/resource/77,read
user_1331,/resource/47,write
user_1331,/resource/63,read
user_1331,/resource/27,write
user_1332,/resource/42,write
user_1332,/admin/secret,admin
user_1332,/resource/32,read
user_1332,/resource/25,write
user_1333,/resource/72,write
user_1333,/resource/79,write
user_1333,/resource/99,read
user_1336,/resource/83,admin
user_1336,/resource/38,read
user_1336,/resource/58,admin
user_1336,/resource/47,read
user_1337,/resource/14,write
user_1337,/resource/8,read
user_1338,/resource/81,write
user_1338,/resource/78,read
user_1338,/resource/19,write
user_1338,/resource/7,read
user_1339,/resource/29,read
user_1340,/resource/83,write
user_1340,/resource/70,write
user_1340,/resource/8,write
user_1340,/resource/37,admin
user_1341,/resource/60,read
user_1341,/resource/74,read
user_1341,/resource/91,read
user_1344,/resource/35,admin
user_1344,/resource/62,write
user_1344,/resource/28,admin
user_1344,/resource/82,admin
user_1344,/resource/77,read
user_1345,/resource/79,read
user_1345,/resource/53,read
user_1345,/resource/37,read
user_1345,/resource/59,read
user_1345,/resource/10,read
user_1347,/resource/52,read
user_1347,/resource/62,write
user_1348,/resource/15,write
user_1348,/resource/17,read
user_1348,/resource/41,admin
user_1348,/resource/100,read
user_1348,/resource/12,admin
user_1349,/resource/11,read
user_1349,/resource/60,admin
user_1349,/config/modify,read
user_1349,/resource/87,read
user_1349,/resource/50,read
user_1350,/resource/100,read
user_1350,/resource/89,read
user_1350,/resource/14,read
user_1350,/resource/61,read
user_1351,/resource/33,read
user_1351,/resource/81,write
user_1353,/resource/81,read
user_1357,/resource/73,read
user_1357,/resource/15,read
user_1359,/resource/71,write
user_1361,/resource/17,write
user_1361,/resource/66,read
user_1361,/resource/23,read
user_1361,/resource/4,read
user_1361,/resource/45,admin
user_1364,/resource/14,read
user_1364,/resource/3,write
user_1365,/resource/54,read
user_1365,/resource/96,write
user_1365,/resource/80,write
user_1365,/resource/57,read
user_1365,/resource/44,write
user_1367,/resource/8,read
user_1367,/resource/75,read
user_1369,/resource/31,write
user_1369,/resource/24,read
user_1369,/resource/15,read
user_1369,/resource/35,read
user_1369,/resource/90,write
user_1371,/resource/44,admin
user_1371,/resource/71,admin
user_1371,/config/modify,read
user_1371,/resource/7,read
user_1372,/resource/28,read
user_1372,/resource/1,admin
user_1372,/resource/22,write
user_1372,/resource/13,read
user_1372,/resource/58,write
user_1373,/resource/76,read
user_1373,/resource/48,read
user_1374,/resource/23,read
user_1374,/resource/8,write
user_1374,/resource/96,read
user_1376,/resource/29,admin
user_1376,/resource/64,read
user_1376,/resource/77,read
user_1378,/resource/20,read
user_1378,/resource/36,read
user_1378,/resource/96,write
user_1378,/resource/33,admin
user_1378,/resource/32,read
user_1384,/resource/62,read
user_1384,/resource/58,read
user_1384,/resource/41,admin
user_1389,/resource/54,read
user_1390,/resource/42,admin
user_1390,/resource/52,write
user_1391,/resource/90,read
user_1391,/resource/98,read
user_1391,/resource/67,write
user_1391,/resource/73,read
user_1397,/resource/87,admin
user_1397,/resource/85,write
user_1400,/resource/57,read
user_1401,/resource/93,read
user_1402,/resource/65,read
user_1402,/resource/16,admin
user_1404,/resource/72,write
user_1404,/resource/51,read
user_1404,/resource/45,read
user_1404,/resource/43,read
user_1405,/resource/80,read
user_1405,/resource/15,read
user_1408,/resource/50,admin
user_1410,/resource/69,read
user_1411,/resource/10,read
user_1411,/resource/91,read
user_1413,/admin/secret,write
user_1413,/resource/85,read
user_1413,/resource/58,read
user_1414,/resource/60,admin
user_1419,/resource/89,read
user_1419,/resource/53,admin
user_1420,/resource/28,write
user_1420,/resource/50,admin
user_1426,/resource/21,read
user_1426,/resource/15,read
user_1426,/resource/41,read
user_1428,/resource/6,read
user_1428,/resource/74,read
user_1428,/resource/11,read
user_1428,/resource/99,read
user_1428,/resource/73,admin
user_1430,/resource/87,read
user_1431,/resource/95,read
user_1431,/resource/40,admin
user_1431,/resource/79,write
user_1431,/resource/58,read
user_1432,/resource/57,read
user_1433,/resource/37,read
user_1433,/resource/88,admin
user_1433,/resource/96,read
user_1436,/resource/22,read
user_1436,/resource/55,write
user_1436,/resource/78,admin
user_1438,/resource/90,write
user_1438,/resource/86,read
user_1441,/resource/71,write
user_1441,/resource/66,read
user_1441,/resource/2,read
user_1441,/resource/82,read
user_1444,/resource/4,write
user_1444,/resource/13,read
user_1447,/resource/39,read
user_1447,/resource/24,read
user_1447,/resource/23,read
user_1447,/resource/13,read
user_1447,/resource/89,write
user_1449,/system/delete,read
user_1449,/resource/60,read
user_1449,/resource/28,read
user_1449,/resource/63,write
user_1449,/resource/76,read
user_1450,/resource/46,write
user_1450,/resource/55,read
user_1450,/resource/77,read
user_1450,/resource/87,read
user_1451,/resource/80,write
user_1453,/resource/71,write
user_1453,/resource/19,write
user_1453,/resource/17,write
user_1453,/resource/97,write
user_1454,/resource/86,read
user_1454,/resource/15,write
user_1455,/resource/78,write
user_1455,/resource/93,read
user_1458,/resource/7,write
user_1458,/resource/60,write
user_1458,/resource/19,read
user_1458,/resource/35,read
user_1458,/resource/95,write
user_1459,/resource/33,read
user_1459,/resource/61,write
user_1459,/resource/13,read
user_1459,/resource/50,write
user_1459,/resource/37,write
user_1462,/resource/90,read
user_1462,/resource/27,read
user_1462,/resource/14,read
user_1466,/resource/75,admin
user_1467,/resource/33,read
user_1470,/resource/55,read
user_1470,/resource/59,read
user_1470,/resource/26,write
user_1470,/resource/74,admin
user_1472,/resource/61,read
user_1477,/admin/secret,read
user_1477,/resource/16,write
user_1477,/resource/93,write
user_1477,/resource/40,read
user_1478,/resource/100,read
user_1480,/resource/67,admin
user_1480,/resource/18,admin
user_1481,/resource/99,write
user_1481,/resource/61,read
user_1481,/resource/25,write
user_1481,/resource/100,write
user_1481,/resource/34,admin
user_1482,/resource/91,admin
user_1482,/resource/93,admin
user_1482,/resource/7,read
user_1484,/resource/11,read
user_1484,/resource/99,write
user_1484,/resource/36,admin
user_1484,/resource/7,read
user_1484,/resource/60,read
user_1489,/resource/1,write
user_1490,/resource/55,write
user_1494,/resource/87,read
user_1494,/resource/35,write
user_1494,/resource/23,read
user_1496,/admin/config,read
user_1496,/resource/32,read
user_1496,/resource/9,read
user_1497,/resource/52,read
user_1497,/resource/34,read
user_1497,/resource/10,write
user_1498,/resource/8,write
user_1498,/resource/56,read
user_1499,/resource/67,write
user_1499,/resource/47,write
user_1499,/resource/57,read
user_1499,/resource/32,read
user_1500,/resource/68,read
user_1500,/resource/60,admin
user_1500,/resource/73,read
user_1500,/resource/41,read
user_1502,/resource/16,read
user_1502,/resource/12,write
user_1512,/resource/74,read
user_1513,/resource/30,read
user_1513,/resource/70,read
user_1513,/resource/38,read
user_1513,/resource/31,write
user_1516,/resource/94,read
user_1516,/resource/13,read
user_1517,/resource/39,read
user_1519,/resource/97,write
user_1519,/resource/79,write
user_1519,/resource/84,read
user_1519,/resource/24,read
user_1520,/resource/87,write
user_1520,/resource/43,read
user_1521,/resource/67,write
user_1521,/resource/29,write
user_1521,/resource/17,admin
user_1521,/resource/26,admin
user_1521,/resource/87,write
user_1524,/resource/95,read
user_1524,/resource/92,admin
user_1526,/resource/84,read
user_1527,/resource/33,read
user_1527,/resource/56,write
user_1527,/resource/68,read
user_1531,/resource/16,read
user_1531,/resource/65,read
user_1531,/resource/56,read
user_1531,/resource/89,read
user_1531,/resource/29,admin
user_1532,/resource/38,admin
user_1538,/resource/55,admin
user_1538,/resource/42,admin
user_1538,/resource/32,admin
user_1540,/resource/58,write
user_1542,/resource/81,write
user_1544,/config/modify,read
user_1544,/resource/99,read
user_1544,/resource/65,read
user_1546,/resource/73,read
user_1546,/resource/27,read
user_1546,/config/modify,read
user_1546,/resource/76,admin
user_1546,/resource/60,read
user_1549,/resource/2,read
user_1549,/resource/96,admin
user_1549,/resource/72,write
user_1549,/resource/25,write
user_1549,/resource/71,read
user_1554,/resource/78,write
user_1554,/resource/34,read
user_1554,/resource/4,read
user_1561,/resource/37,read
user_1561,/resource/52,read
user_1561,/resource/13,read
user_1561,/resource/64,read
user_1561,/resource/9,read
user_1564,/resource/78,write
user_1564,/resource/97,read
user_1564,/resource/80,read
user_1564,/resource/20,read
user_1566,/resource/42,read
user_1566,/resource/61,write
user_1566,/resource/31,read
user_1566,/system/delete,read
user_1566,/admin/config,write
user_1569,/resource/30,read
user_1569,/resource/15,write
user_1569,/resource/90,admin
user_1572,/resource/83,write
user_1572,/resource/1,read
user_1572,/resource/63,write
user_1572,/resource/72,read
user_1572,/resource/41,admin
user_1573,/resource/69,read
user_1573,/resource/22,read
user_1573,/resource/30,read
user_1573,/resource/80,read
user_1577,/resource/62,admin
user_1577,/admin/secret,read
user_1577,/resource/71,admin
user_1577,/resource/69,admin
user_1577,/resource/91,write
user_1579,/resource/29,admin
user_1579,/resource/32,read
user_1579,/resource/96,read
user_1581,/resource/46,write
user_1581,/resource/31,admin
user_1582,/resource/36,write
user_1582,/resource/57,read
user_1582,/resource/42,write
user_1582,/resource/73,read
user_1582,/resource/82,admin
user_1583,/resource/23,read
user_1585,/resource/88,write
user_1585,/resource/57,admin
user_1588,/resource/70,read
user_1588,/resource/39,write
user_1588,/resource/36,write
user_1588,/resource/8,write
user_1589,/resource/44,read
user_1589,/resource/62,read
user_1589,/resource/58,read
user_1590,/resource/94,read
user_1590,/resource/71,write
user_1590,/resource/45,read
user_1591,/resource/28,write
user_1591,/system/delete,read
user_1591,/resource/36,admin
user_1591,/resource/44,read
user_1591,/resource/93,read
user_1594,/resource/1,read
user_1594,/resource/17,read
user_1594,/resource/72,write
user_1596,/resource/13,read
user_1596,/resource/97,read
user_1596,/resource/21,write
user_1598,/resource/81,read
user_1599,/resource/99,read
user_1599,/resource/86,read
user_1599,/resource/44,read
user_1599,/resource/98,read
user_1599,/resource/63,read
user_1601,/resource/77,read
user_1601,/resource/35,read
user_1601,/resource/97,admin
user_1603,/resource/58,read
user_1603,/resource/35,read
user_1606,/resource/84,read
user_1606,/resource/85,read
user_1607,/resource/40,write
user_1607,/resource/78,admin
user_1608,/resource/78,read
user_1608,/resource/79,read
user_1608,/resource/17,write
user_1609,/resource/51,read
user_1609,/resource/97,read
user_1614,/resource/56,write
user_1614,/resource/100,write
user_1614,/resource/94,write
user_1614,/config/modify,read
user_1615,/resource/80,admin
user_1615,/resource/7,write
user_1619,/resource/80,admin
user_1619,/resource/26,admin
user_1619,/resource/27,admin
user_1621,/resource/47,read
user_1625,/resource/79,read
user_1625,/resource/78,write
user_1625,/resource/46,read
user_1629,/resource/9,read
user_1629,/resource/44,read
user_1629,/resource/50,write
user_1629,/resource/1,read
user_1630,/resource/49,admin
user_1635,/resource/72,admin
user_1635,/resource/96,read
user_1635,/resource/26,admin
user_1635,/resource/79,read
user_1635,/resource/36,write
user_1638,/resource/30,admin
user_1638,/resource/98,admin
user_1638,/resource/99,admin
user_1638,/resource/77,write
user_1640,/resource/78,write
user_1640,/resource/5,read
user_1640,/admin/secret,read
user_1640,/resource/21,admin
user_1640,/resource/35,write
user_1644,/resource/61,read
user_1644,/resource/9,write
user_1644,/resource/5,read
user_1645,/resource/2,read
user_1645,/resource/32,read
user_1645,/resource/56,read
user_1645,/resource/36,read
user_1646,/resource/12,read
user_1646,/resource/39,write
user_1646,/resource/79,read
user_1646,/resource/30,read
user_1647,/resource/73,write
user_1647,/resource/24,write
user_1647,/resource/61,read
user_1647,/resource/47,read
user_1647,/resource/16,read
user_1648,/resource/91,write
user_1648,/resource/4,read
user_1648,/resource/74,read
user_1649,/resource/48,read
user_1650,/resource/24,read
user_1650,/admin/secret,admin
user_1650,/resource/6,admin
user_1650,/resource/86,write
user_1652,/system/delete,read
user_1652,/resource/39,read
user_1655,/resource/22,write
user_1655,/resource/67,admin
user_1655,/resource/71,write
user_1656,/resource/54,read
user_1656,/resource/72,write
user_1656,/resource/24,read
user_1656,/resource/21,read
user_1658,/resource/25,admin
user_1658,/resource/89,admin
user_1659,/resource/37,read
user_1659,/resource/22,admin
user_1663,/resource/92,read
user_1663,/resource/61,admin
user_1663,/resource/18,read
user_1663,/resource/40,write
user_1664,/resource/73,write
user_1664,/system/delete,write
user_1664,/resource/11,read
user_1664,/resource/77,write
user_1664,/resource/87,read
user_1669,/resource/17,read
user_1670,/resource/22,read
user_1670,/resource/32,write
user_1670,/resource/23,write
user_1671,/resource/36,read
user_1671,/resource/94,write
user_1671,/resource/56,read
user_1671,/resource/63,admin
user_1672,/resource/8,write
user_1672,/resource/28,write
user_1672,/resource/16,read
user_1672,/resource/87,write
user_1678,/resource/33,read
user_1678,/resource/95,read
user_1678,/resource/90,admin
user_1678,/resource/63,read
user_1678,/resource/62,write
user_1679,/resource/76,read
user_1683,/resource/39,read
user_1683,/resource/56,write
user_1683,/resource/100,write
user_1683,/config/modify,read
user_1685,/resource/62,read
user_1686,/resource/45,read
user_1686,/resource/46,read
user_1686,/resource/69,write
user_1686,/resource/38,write
user_1686,/resource/48,read
user_1688,/resource/17,admin
user_1688,/resource/90,read
user_1688,/resource/3,read
user_1691,/resource/24,write
user_1691,/resource/76,admin
user_1691,/admin/config,read
user_1691,/resource/58,read
user_1692,/resource/85,admin
user_1692,/resource/91,write
user_1695,/resource/22,read
user_1697,/resource/73,admin
user_1700,/resource/12,read
user_1700,/resource/58,admin
user_1701,/resource/61,admin
user_1701,/resource/79,read
user_1701,/resource/36,admin
user_1701,/resource/90,read
user_1702,/resource/3,write
user_1702,/resource/50,read
user_1702,/resource/57,read
user_1702,/resource/82,admin
user_1704,/resource/89,read
user_1706,/resource/13,read
user_1706,/resource/62,write
user_1709,/resource/8,write
user_1710,/resource/95,admin
user_1710,/resource/3,read
user_1710,/resource/25,admin
user_1710,/resource/87,write
user_1713,/resource/34,admin
user_1713,/resource/98,read
user_1713,/resource/44,read
user_1714,/resource/55,read
user_1714,/resource/96,read
user_1714,/resource/11,read
user_1716,/resource/71,read
user_1716,/resource/26,read
user_1716,/resource/59,read
user_1717,/resource/52,read
user_1717,/resource/66,read
user_1717,/resource/34,write
user_1717,/resource/68,read
user_1717,/resource/38,read
user_1719,/resource/7,admin
user_1719,/resource/32,write
user_1719,/resource/76,read
user_1719,/resource/49,admin
user_1720,/resource/90,read
user_1720,/resource/13,write
user_1720,/resource/81,read
user_1721,/resource/21,read
user_1721,/resource/11,read
user_1723,/resource/86,read
user_1723,/resource/100,admin
user_1723,/resource/53,read
user_1723,/resource/10,read
user_1725,/resource/54,read
user_1725,/resource/6,read
user_1725,/resource/14,write
user_1725,/resource/31,read
user_1732,/resource/67,write
user_1732,/resource/36,write
user_1732,/resource/93,read
user_1732,/resource/78,write
user_1735,/resource/49,read
user_1735,/resource/77,read
user_1735,/resource/84,write
user_1735,/admin/config,write
user_1735,/resource/25,read
user_1740,/resource/68,read
user_1741,/resource/69,admin
user_1741,/resource/7,write
user_1741,/admin/secret,read
user_1742,/resource/95,read
user_1743,/resource/94,read
user_1743,/resource/29,write
user_1743,/resource/22,read
user_1743,/resource/38,write
user_1748,/resource/83,write
user_1748,/resource/46,read
user_1748,/resource/19,admin
user_1750,/resource/12,read
user_1750,/resource/82,write
user_1750,/resource/44,write
user_1751,/resource/89,write
user_1751,/resource/40,write
user_1751,/resource/39,write
user_1751,/resource/4,read
user_1753,/resource/75,write
user_1754,/resource/6,admin
user_1760,/resource/100,read
user_1760,/resource/74,read
user_1765,/resource/53,write
user_1765,/resource/45,read
user_1765,/resource/35,read
user_1765,/resource/36,read
user_1766,/resource/17,read
user_1766,/resource/26,write
user_1766,/resource/29,write
user_1766,/resource/87,read
user_1775,/resource/40,read
user_1775,/resource/58,read
user_1775,/resource/10,read
user_1778,/resource/48,read
user_1778,/resource/66,read
user_1780,/resource/20,write
user_1780,/resource/2,read
user_1780,/resource/75,write
user_1786,/resource/60,write
user_1786,/resource/65,admin
user_1786,/resource/8,read
user_1792,/resource/36,write
user_1792,/resource/10,admin
user_1792,/resource/54,write
user_1792,/config/modify,write
user_1792,/resource/49,admin
user_1794,/resource/97,read
user_1794,/resource/43,write
user_1794,/resource/3,read
user_1794,/resource/16,read
user_1795,/resource/60,read
user_1795,/resource/61,read
user_1795,/resource/91,read
user_1795,/resource/46,write
user_1797,/resource/86,read
user_1797,/resource/62,read
user_1798,/resource/95,read
user_1801,/resource/66,admin
user_1801,/system/delete,read
user_1801,/resource/15,read
user_1805,/resource/29,read
user_1805,/resource/9,admin
user_1805,/resource/64,read
user_1805,/resource/86,admin
user_1806,/resource/51,read
user_1806,/resource/74,write
user_1806,/admin/secret,read
user_1806,/resource/35,read
user_1809,/resource/92,read
user_1809,/resource/14,admin
user_1810,/resource/61,read
user_1810,/resource/64,write
user_1810,/resource/5,read
user_1810,/resource/94,read
user_1811,/resource/81,read
user_1811,/resource/11,admin
user_1812,/resource/71,read
user_1812,/resource/44,write
user_1812,/resource/93,read
user_1812,/resource/32,admin
user_1813,/resource/88,admin
user_1813,/resource/59,admin
user_1813,/resource/4,write
user_1813,/resource/23,admin
user_1817,/resource/46,read
user_1817,/resource/88,read
user_1817,/resource/7,read
user_1818,/resource/57,read
user_1818,/resource/56,write
